# iterazione   metodo_sqrt              metodo_rapporto
  277      250.866345209901539      250.866345209901482
  278      250.866345209901539      250.866345209901482
  279      250.866345209901539      250.866345209901482
  280      250.866345209901539      250.866345209901482
  281      250.866345209901539      250.866345209901482
  282      250.866345209901539      250.866345209901482
  283      250.866345209901539      250.866345209901482
  284      250.866345209901539      250.866345209901482
  285      250.866345209901539      250.866345209901482
  286      250.866345209901539      250.866345209901482
  287      250.866345209901539      250.866345209901482
  288      250.866345209901539      250.866345209901482
  289      250.866345209901539      250.866345209901482
  290      250.866345209901539      250.866345209901482
  291      250.866345209901539      250.866345209901482
  292      250.866345209901539      250.866345209901482
  293      250.866345209901539      250.866345209901482
  294      250.866345209901539      250.866345209901482
  295      250.866345209901539      250.866345209901482
  296      250.866345209901539      250.866345209901482
  297      250.866345209901539      250.866345209901482
  298      250.866345209901539      250.866345209901482
  299      250.866345209901539      250.866345209901482
  300      250.866345209901539      250.866345209901482
  301      250.866345209901539      250.866345209901482
  302      250.866345209901539      250.866345209901482
  303      250.866345209901539      250.866345209901482
  304      250.866345209901539      250.866345209901482
  305      250.866345209901539      250.866345209901482
  306      250.866345209901539      250.866345209901482
  307      250.866345209901539      250.866345209901482
  308      250.866345209901539      250.866345209901482
  309      250.866345209901539      250.866345209901482
  310      250.866345209901539      250.866345209901482
  311      250.866345209901539      250.866345209901482
  312      250.866345209901539      250.866345209901482
  313      250.866345209901539      250.866345209901482
  314      250.866345209901539      250.866345209901482
  315      250.866345209901539      250.866345209901482
  316      250.866345209901539      250.866345209901482
  317      250.866345209901539      250.866345209901482
  318      250.866345209901539      250.866345209901482
  319      250.866345209901539      250.866345209901482
  320      250.866345209901539      250.866345209901482
  321      250.866345209901539      250.866345209901482
  322      250.866345209901539      250.866345209901482
  323      250.866345209901539      250.866345209901482
  324      250.866345209901539      250.866345209901482
  325      250.866345209901539      250.866345209901482
  326      250.866345209901539      250.866345209901482
  327      250.866345209901539      250.866345209901482
  328      250.866345209901539      250.866345209901482
  329      250.866345209901539      250.866345209901482
  330      250.866345209901539      250.866345209901482
  331      250.866345209901539      250.866345209901482
  332      250.866345209901539      250.866345209901482
  333      250.866345209901539      250.866345209901482
  334      250.866345209901539      250.866345209901482
  335      250.866345209901539      250.866345209901482
  336      250.866345209901539      250.866345209901482
  337      250.866345209901539      250.866345209901482
  338      250.866345209901539      250.866345209901482
  339      250.866345209901539      250.866345209901482
  340      250.866345209901539      250.866345209901482
  341      250.866345209901539      250.866345209901482
  342      250.866345209901539      250.866345209901482
  343      250.866345209901539      250.866345209901482
  344      250.866345209901539      250.866345209901482
  345      250.866345209901539      250.866345209901482
  346      250.866345209901539      250.866345209901482
  347      250.866345209901539      250.866345209901482
  348      250.866345209901539      250.866345209901482
  349      250.866345209901539      250.866345209901482
  350      250.866345209901539      250.866345209901482
  351      250.866345209901539      250.866345209901482
  352      250.866345209901539      250.866345209901482
  353      250.866345209901539      250.866345209901482
  354      250.866345209901539      250.866345209901482
  355      250.866345209901539      250.866345209901482
  356      250.866345209901539      250.866345209901482
  357      250.866345209901539      250.866345209901482
  358      250.866345209901539      250.866345209901482
  359      250.866345209901539      250.866345209901482
  360      250.866345209901539      250.866345209901482
  361      250.866345209901539      250.866345209901482
  362      250.866345209901539      250.866345209901482
  363      250.866345209901539      250.866345209901482
  364      250.866345209901539      250.866345209901482
  365      250.866345209901539      250.866345209901482
  366      250.866345209901539      250.866345209901482
  367      250.866345209901539      250.866345209901482
  368      250.866345209901539      250.866345209901482
  369      250.866345209901539      250.866345209901482
  370      250.866345209901539      250.866345209901482
  371      250.866345209901539      250.866345209901482
  372      250.866345209901539      250.866345209901482
  373      250.866345209901539      250.866345209901482
  374      250.866345209901539      250.866345209901482
  375      250.866345209901539      250.866345209901482
  376      250.866345209901539      250.866345209901482
  377      250.866345209901539      250.866345209901482
  378      250.866345209901539      250.866345209901482
  379      250.866345209901539      250.866345209901482
  380      250.866345209901539      250.866345209901482
  381      250.866345209901539      250.866345209901482
  382      250.866345209901539      250.866345209901482
  383      250.866345209901539      250.866345209901482
  384      250.866345209901539      250.866345209901482
  385      250.866345209901539      250.866345209901482
  386      250.866345209901539      250.866345209901482
  387      250.866345209901539      250.866345209901482
  388      250.866345209901539      250.866345209901482
  389      250.866345209901539      250.866345209901482
  390      250.866345209901539      250.866345209901482
  391      250.866345209901539      250.866345209901482
  392      250.866345209901539      250.866345209901482
  393      250.866345209901539      250.866345209901482
  394      250.866345209901539      250.866345209901482
  395      250.866345209901539      250.866345209901482
  396      250.866345209901539      250.866345209901482
  397      250.866345209901539      250.866345209901482
  398      250.866345209901539      250.866345209901482
  399      250.866345209901539      250.866345209901482
  400      250.866345209901539      250.866345209901482
  401      250.866345209901539      250.866345209901482
  402      250.866345209901539      250.866345209901482
  403      250.866345209901539      250.866345209901482
  404      250.866345209901539      250.866345209901482
  405      250.866345209901539      250.866345209901482
  406      250.866345209901539      250.866345209901482
  407      250.866345209901539      250.866345209901482
  408      250.866345209901539      250.866345209901482
  409      250.866345209901539      250.866345209901482
  410      250.866345209901539      250.866345209901482
  411      250.866345209901539      250.866345209901482
  412      250.866345209901539      250.866345209901482
  413      250.866345209901539      250.866345209901482
  414      250.866345209901539      250.866345209901482
  415      250.866345209901539      250.866345209901482
  416      250.866345209901539      250.866345209901482
  417      250.866345209901539      250.866345209901482
  418      250.866345209901539      250.866345209901482
  419      250.866345209901539      250.866345209901482
  420      250.866345209901539      250.866345209901482
  421      250.866345209901539      250.866345209901482
  422      250.866345209901539      250.866345209901482
  423      250.866345209901539      250.866345209901482
  424      250.866345209901539      250.866345209901482
  425      250.866345209901539      250.866345209901482
  426      250.866345209901539      250.866345209901482
  427      250.866345209901539      250.866345209901482
  428      250.866345209901539      250.866345209901482
  429      250.866345209901539      250.866345209901482
  430      250.866345209901539      250.866345209901482
  431      250.866345209901539      250.866345209901482
  432      250.866345209901539      250.866345209901482
  433      250.866345209901539      250.866345209901482
  434      250.866345209901539      250.866345209901482
  435      250.866345209901539      250.866345209901482
  436      250.866345209901539      250.866345209901482
  437      250.866345209901539      250.866345209901482
  438      250.866345209901539      250.866345209901482
  439      250.866345209901539      250.866345209901482
  440      250.866345209901539      250.866345209901482
  441      250.866345209901539      250.866345209901482
  442      250.866345209901539      250.866345209901482
  443      250.866345209901539      250.866345209901482
  444      250.866345209901539      250.866345209901482
  445      250.866345209901539      250.866345209901482
  446      250.866345209901539      250.866345209901482
  447      250.866345209901539      250.866345209901482
  448      250.866345209901539      250.866345209901482
  449      250.866345209901539      250.866345209901482
  450      250.866345209901539      250.866345209901482
  451      250.866345209901539      250.866345209901482
  452      250.866345209901539      250.866345209901482
  453      250.866345209901539      250.866345209901482
  454      250.866345209901539      250.866345209901482
  455      250.866345209901539      250.866345209901482
  456      250.866345209901539      250.866345209901482
  457      250.866345209901539      250.866345209901482
  458      250.866345209901539      250.866345209901482
  459      250.866345209901539      250.866345209901482
  460      250.866345209901539      250.866345209901482
  461      250.866345209901539      250.866345209901482
  462      250.866345209901539      250.866345209901482
  463      250.866345209901539      250.866345209901482
  464      250.866345209901539      250.866345209901482
  465      250.866345209901539      250.866345209901482
  466      250.866345209901539      250.866345209901482
  467      250.866345209901539      250.866345209901482
  468      250.866345209901539      250.866345209901482
  469      250.866345209901539      250.866345209901482
  470      250.866345209901539      250.866345209901482
  471      250.866345209901539      250.866345209901482
  472      250.866345209901539      250.866345209901482
  473      250.866345209901539      250.866345209901482
  474      250.866345209901539      250.866345209901482
  475      250.866345209901539      250.866345209901482
  476      250.866345209901539      250.866345209901482
  477      250.866345209901539      250.866345209901482
  478      250.866345209901539      250.866345209901482
  479      250.866345209901539      250.866345209901482
  480      250.866345209901539      250.866345209901482
  481      250.866345209901539      250.866345209901482
  482      250.866345209901539      250.866345209901482
  483      250.866345209901539      250.866345209901482
  484      250.866345209901539      250.866345209901482
  485      250.866345209901539      250.866345209901482
  486      250.866345209901539      250.866345209901482
  487      250.866345209901539      250.866345209901482
  488      250.866345209901539      250.866345209901482
  489      250.866345209901539      250.866345209901482
  490      250.866345209901539      250.866345209901482
  491      250.866345209901539      250.866345209901482
  492      250.866345209901539      250.866345209901482
  493      250.866345209901539      250.866345209901482
  494      250.866345209901539      250.866345209901482
  495      250.866345209901539      250.866345209901482
  496      250.866345209901539      250.866345209901482
  497      250.866345209901539      250.866345209901482
  498      250.866345209901539      250.866345209901482
  499      250.866345209901539      250.866345209901482
  500      250.866345209901539      250.866345209901482
  501      250.866345209901539      250.866345209901482
  502      250.866345209901539      250.866345209901482
  503      250.866345209901539      250.866345209901482
  504      250.866345209901539      250.866345209901482
  505      250.866345209901539      250.866345209901482
  506      250.866345209901539      250.866345209901482
  507      250.866345209901539      250.866345209901482
  508      250.866345209901539      250.866345209901482
  509      250.866345209901539      250.866345209901482
  510      250.866345209901539      250.866345209901482
  511      250.866345209901539      250.866345209901482
  512      250.866345209901539      250.866345209901482
  513      250.866345209901539      250.866345209901482
  514      250.866345209901539      250.866345209901482
  515      250.866345209901539      250.866345209901482
  516      250.866345209901539      250.866345209901482
  517      250.866345209901539      250.866345209901482
  518      250.866345209901539      250.866345209901482
  519      250.866345209901539      250.866345209901482
  520      250.866345209901539      250.866345209901482
  521      250.866345209901539      250.866345209901482
  522      250.866345209901539      250.866345209901482
  523      250.866345209901539      250.866345209901482
  524      250.866345209901539      250.866345209901482
  525      250.866345209901539      250.866345209901482
  526      250.866345209901539      250.866345209901482
  527      250.866345209901539      250.866345209901482
  528      250.866345209901539      250.866345209901482
  529      250.866345209901539      250.866345209901482
  530      250.866345209901539      250.866345209901482
  531      250.866345209901539      250.866345209901482
  532      250.866345209901539      250.866345209901482
  533      250.866345209901539      250.866345209901482
  534      250.866345209901539      250.866345209901482
  535      250.866345209901539      250.866345209901482
  536      250.866345209901539      250.866345209901482
  537      250.866345209901539      250.866345209901482
  538      250.866345209901539      250.866345209901482
  539      250.866345209901539      250.866345209901482
  540      250.866345209901539      250.866345209901482
  541      250.866345209901539      250.866345209901482
  542      250.866345209901539      250.866345209901482
  543      250.866345209901539      250.866345209901482
  544      250.866345209901539      250.866345209901482
  545      250.866345209901539      250.866345209901482
  546      250.866345209901539      250.866345209901482
  547      250.866345209901539      250.866345209901482
  548      250.866345209901539      250.866345209901482
  549      250.866345209901539      250.866345209901482
  550      250.866345209901539      250.866345209901482
  551      250.866345209901539      250.866345209901482
  552      250.866345209901539      250.866345209901482
  553      250.866345209901539      250.866345209901482
  554      250.866345209901539      250.866345209901482
  555      250.866345209901539      250.866345209901482
  556      250.866345209901539      250.866345209901482
  557      250.866345209901539      250.866345209901482
  558      250.866345209901539      250.866345209901482
  559      250.866345209901539      250.866345209901482
  560      250.866345209901539      250.866345209901482
  561      250.866345209901539      250.866345209901482
  562      250.866345209901539      250.866345209901482
  563      250.866345209901539      250.866345209901482
  564      250.866345209901539      250.866345209901482
  565      250.866345209901539      250.866345209901482
  566      250.866345209901539      250.866345209901482
  567      250.866345209901539      250.866345209901482
  568      250.866345209901539      250.866345209901482
  569      250.866345209901539      250.866345209901482
  570      250.866345209901539      250.866345209901482
  571      250.866345209901539      250.866345209901482
  572      250.866345209901539      250.866345209901482
  573      250.866345209901539      250.866345209901482
  574      250.866345209901539      250.866345209901482
  575      250.866345209901539      250.866345209901482
  576      250.866345209901539      250.866345209901482
  577      250.866345209901539      250.866345209901482
  578      250.866345209901539      250.866345209901482
  579      250.866345209901539      250.866345209901482
  580      250.866345209901539      250.866345209901482
  581      250.866345209901539      250.866345209901482
  582      250.866345209901539      250.866345209901482
  583      250.866345209901539      250.866345209901482
  584      250.866345209901539      250.866345209901482
  585      250.866345209901539      250.866345209901482
  586      250.866345209901539      250.866345209901482
  587      250.866345209901539      250.866345209901482
  588      250.866345209901539      250.866345209901482
  589      250.866345209901539      250.866345209901482
  590      250.866345209901539      250.866345209901482
  591      250.866345209901539      250.866345209901482
  592      250.866345209901539      250.866345209901482
  593      250.866345209901539      250.866345209901482
  594      250.866345209901539      250.866345209901482
  595      250.866345209901539      250.866345209901482
  596      250.866345209901539      250.866345209901482
  597      250.866345209901539      250.866345209901482
  598      250.866345209901539      250.866345209901482
  599      250.866345209901539      250.866345209901482
  600      250.866345209901539      250.866345209901482
  601      250.866345209901539      250.866345209901482
  602      250.866345209901539      250.866345209901482
  603      250.866345209901539      250.866345209901482
  604      250.866345209901539      250.866345209901482
  605      250.866345209901539      250.866345209901482
  606      250.866345209901539      250.866345209901482
  607      250.866345209901539      250.866345209901482
  608      250.866345209901539      250.866345209901482
  609      250.866345209901539      250.866345209901482
  610      250.866345209901539      250.866345209901482
  611      250.866345209901539      250.866345209901482
  612      250.866345209901539      250.866345209901482
  613      250.866345209901539      250.866345209901482
  614      250.866345209901539      250.866345209901482
  615      250.866345209901539      250.866345209901482
  616      250.866345209901539      250.866345209901482
  617      250.866345209901539      250.866345209901482
  618      250.866345209901539      250.866345209901482
  619      250.866345209901539      250.866345209901482
  620      250.866345209901539      250.866345209901482
  621      250.866345209901539      250.866345209901482
  622      250.866345209901539      250.866345209901482
  623      250.866345209901539      250.866345209901482
  624      250.866345209901539      250.866345209901482
  625      250.866345209901539      250.866345209901482
  626      250.866345209901539      250.866345209901482
  627      250.866345209901539      250.866345209901482
  628      250.866345209901539      250.866345209901482
  629      250.866345209901539      250.866345209901482
  630      250.866345209901539      250.866345209901482
  631      250.866345209901539      250.866345209901482
  632      250.866345209901539      250.866345209901482
  633      250.866345209901539      250.866345209901482
  634      250.866345209901539      250.866345209901482
  635      250.866345209901539      250.866345209901482
  636      250.866345209901539      250.866345209901482
  637      250.866345209901539      250.866345209901482
  638      250.866345209901539      250.866345209901482
  639      250.866345209901539      250.866345209901482
  640      250.866345209901539      250.866345209901482
  641      250.866345209901539      250.866345209901482
  642      250.866345209901539      250.866345209901482
  643      250.866345209901539      250.866345209901482
  644      250.866345209901539      250.866345209901482
  645      250.866345209901539      250.866345209901482
  646      250.866345209901539      250.866345209901482
  647      250.866345209901539      250.866345209901482
  648      250.866345209901539      250.866345209901482
  649      250.866345209901539      250.866345209901482
  650      250.866345209901539      250.866345209901482
  651      250.866345209901539      250.866345209901482
  652      250.866345209901539      250.866345209901482
  653      250.866345209901539      250.866345209901482
  654      250.866345209901539      250.866345209901482
  655      250.866345209901539      250.866345209901482
  656      250.866345209901539      250.866345209901482
  657      250.866345209901539      250.866345209901482
  658      250.866345209901539      250.866345209901482
  659      250.866345209901539      250.866345209901482
  660      250.866345209901539      250.866345209901482
  661      250.866345209901539      250.866345209901482
  662      250.866345209901539      250.866345209901482
  663      250.866345209901539      250.866345209901482
  664      250.866345209901539      250.866345209901482
  665      250.866345209901539      250.866345209901482
  666      250.866345209901539      250.866345209901482
  667      250.866345209901539      250.866345209901482
  668      250.866345209901539      250.866345209901482
  669      250.866345209901539      250.866345209901482
  670      250.866345209901539      250.866345209901482
  671      250.866345209901539      250.866345209901482
  672      250.866345209901539      250.866345209901482
  673      250.866345209901539      250.866345209901482
  674      250.866345209901539      250.866345209901482
  675      250.866345209901539      250.866345209901482
  676      250.866345209901539      250.866345209901482
  677      250.866345209901539      250.866345209901482
  678      250.866345209901539      250.866345209901482
  679      250.866345209901539      250.866345209901482
  680      250.866345209901539      250.866345209901482
  681      250.866345209901539      250.866345209901482
  682      250.866345209901539      250.866345209901482
  683      250.866345209901539      250.866345209901482
  684      250.866345209901539      250.866345209901482
  685      250.866345209901539      250.866345209901482
  686      250.866345209901539      250.866345209901482
  687      250.866345209901539      250.866345209901482
  688      250.866345209901539      250.866345209901482
  689      250.866345209901539      250.866345209901482
  690      250.866345209901539      250.866345209901482
  691      250.866345209901539      250.866345209901482
  692      250.866345209901539      250.866345209901482
  693      250.866345209901539      250.866345209901482
  694      250.866345209901539      250.866345209901482
  695      250.866345209901539      250.866345209901482
  696      250.866345209901539      250.866345209901482
  697      250.866345209901539      250.866345209901482
  698      250.866345209901539      250.866345209901482
  699      250.866345209901539      250.866345209901482
  700      250.866345209901539      250.866345209901482
  701      250.866345209901539      250.866345209901482
  702      250.866345209901539      250.866345209901482
  703      250.866345209901539      250.866345209901482
  704      250.866345209901539      250.866345209901482
  705      250.866345209901539      250.866345209901482
  706      250.866345209901539      250.866345209901482
  707      250.866345209901539      250.866345209901482
  708      250.866345209901539      250.866345209901482
  709      250.866345209901539      250.866345209901482
  710      250.866345209901539      250.866345209901482
  711      250.866345209901539      250.866345209901482
  712      250.866345209901539      250.866345209901482
  713      250.866345209901539      250.866345209901482
  714      250.866345209901539      250.866345209901482
  715      250.866345209901539      250.866345209901482
  716      250.866345209901539      250.866345209901482
  717      250.866345209901539      250.866345209901482
  718      250.866345209901539      250.866345209901482
  719      250.866345209901539      250.866345209901482
  720      250.866345209901539      250.866345209901482
  721      250.866345209901539      250.866345209901482
  722      250.866345209901539      250.866345209901482
  723      250.866345209901539      250.866345209901482
  724      250.866345209901539      250.866345209901482
  725      250.866345209901539      250.866345209901482
  726      250.866345209901539      250.866345209901482
  727      250.866345209901539      250.866345209901482
  728      250.866345209901539      250.866345209901482
  729      250.866345209901539      250.866345209901482
  730      250.866345209901539      250.866345209901482
