# iterazione   metodo_sqrt              metodo_rapporto
    1        7.000000000000000        3.571428571428572
    2        5.000000000000000        4.000000000000000
    3        4.641588833612778        4.210000000000000
    4        4.529711307432648        4.327790973871734
    5        4.488587281299274        4.391877058177826
    6        4.472322274590357        4.425518620344914
    7        4.465605854244551        4.442803490243696
    8        4.462749170870817        4.451583583863525
    9        4.461507168370908        4.456017510469302
   10        4.460957898380132        4.458249997596854
   11        4.460711657631597        4.459372376929173
   12        4.460600035545285        4.459936226850177
   13        4.460548969830462        4.460219381148302
   14        4.460525426974066        4.460361548643535
   15        4.460514501564711        4.460432921988532
   16        4.460509402797488        4.460468752334195
   17        4.460507011583509        4.460486739200510
   18        4.460505885337592        4.460495768514919
   19        4.460505352872668        4.460500301156874
   20        4.460505100286744        4.460502576499131
   21        4.460504980106348        4.460503718697111
   22        4.460504922769557        4.460504292068094
   23        4.460504895347753        4.460504579893990
   24        4.460504882203845        4.460504724379381
   25        4.460504875890867        4.460504796909428
   26        4.460504872853120        4.460504833318699
   27        4.460504871388881        4.460504851595744
   28        4.460504870681983        4.460504860770614
   29        4.460504870340212        4.460504865376296
   30        4.460504870174749        4.460504867688297
   31        4.460504870094540        4.460504868848895
   32        4.460504870055614        4.460504869431504
   33        4.460504870036702        4.460504869723964
   34        4.460504870027504        4.460504869870777
   35        4.460504870023025        4.460504869944477
   36        4.460504870020843        4.460504869981472
   37        4.460504870019780        4.460504870000044
   38        4.460504870019260        4.460504870009366
   39        4.460504870019006        4.460504870014047
   40        4.460504870018883        4.460504870016395
   41        4.460504870018822        4.460504870017575
   42        4.460504870018791        4.460504870018167
   43        4.460504870018777        4.460504870018465
   44        4.460504870018770        4.460504870018613
   45        4.460504870018767        4.460504870018688
   46        4.460504870018765        4.460504870018726
   47        4.460504870018764        4.460504870018744
   48        4.460504870018764        4.460504870018753
   49        4.460504870018763        4.460504870018760
   50        4.460504870018764        4.460504870018760
   51        4.460504870018763        4.460504870018762
   52        4.460504870018764        4.460504870018763
   53        4.460504870018763        4.460504870018764
   54        4.460504870018763        4.460504870018763
   55        4.460504870018763        4.460504870018764
   56        4.460504870018763        4.460504870018763
   57        4.460504870018763        4.460504870018764
   58        4.460504870018763        4.460504870018764
   59        4.460504870018763        4.460504870018763
   60        4.460504870018763        4.460504870018764
   61        4.460504870018764        4.460504870018763
   62        4.460504870018763        4.460504870018764
   63        4.460504870018763        4.460504870018763
   64        4.460504870018763        4.460504870018763
   65        4.460504870018764        4.460504870018764
   66        4.460504870018764        4.460504870018764
   67        4.460504870018763        4.460504870018763
   68        4.460504870018763        4.460504870018763
   69        4.460504870018764        4.460504870018764
   70        4.460504870018763        4.460504870018764
   71        4.460504870018764        4.460504870018763
   72        4.460504870018763        4.460504870018765
   73        4.460504870018763        4.460504870018762
   74        4.460504870018764        4.460504870018763
   75        4.460504870018764        4.460504870018764
   76        4.460504870018763        4.460504870018764
   77        4.460504870018764        4.460504870018763
   78        4.460504870018763        4.460504870018763
   79        4.460504870018763        4.460504870018764
   80        4.460504870018764        4.460504870018763
   81        4.460504870018763        4.460504870018764
   82        4.460504870018764        4.460504870018764
   83        4.460504870018764        4.460504870018763
   84        4.460504870018763        4.460504870018764
   85        4.460504870018763        4.460504870018763
   86        4.460504870018763        4.460504870018764
   87        4.460504870018763        4.460504870018763
   88        4.460504870018764        4.460504870018764
   89        4.460504870018763        4.460504870018763
   90        4.460504870018764        4.460504870018763
   91        4.460504870018764        4.460504870018764
   92        4.460504870018763        4.460504870018764
   93        4.460504870018764        4.460504870018763
   94        4.460504870018763        4.460504870018763
   95        4.460504870018763        4.460504870018763
   96        4.460504870018763        4.460504870018764
   97        4.460504870018763        4.460504870018764
   98        4.460504870018763        4.460504870018763
   99        4.460504870018764        4.460504870018764
  100        4.460504870018764        4.460504870018763
  101        4.460504870018764        4.460504870018764
  102        4.460504870018763        4.460504870018763
  103        4.460504870018763        4.460504870018764
  104        4.460504870018764        4.460504870018763
  105        4.460504870018764        4.460504870018764
  106        4.460504870018763        4.460504870018763
  107        4.460504870018763        4.460504870018763
  108        4.460504870018763        4.460504870018765
  109        4.460504870018764        4.460504870018763
  110        4.460504870018763        4.460504870018763
  111        4.460504870018763        4.460504870018764
  112        4.460504870018763        4.460504870018763
  113        4.460504870018763        4.460504870018764
  114        4.460504870018763        4.460504870018764
  115        4.460504870018764        4.460504870018763
  116        4.460504870018763        4.460504870018763
  117        4.460504870018764        4.460504870018763
  118        4.460504870018763        4.460504870018763
  119        4.460504870018763        4.460504870018764
  120        4.460504870018763        4.460504870018763
  121        4.460504870018764        4.460504870018763
  122        4.460504870018764        4.460504870018764
  123        4.460504870018764        4.460504870018763
  124        4.460504870018763        4.460504870018763
  125        4.460504870018764        4.460504870018764
  126        4.460504870018763        4.460504870018763
  127        4.460504870018763        4.460504870018764
  128        4.460504870018763        4.460504870018764
  129        4.460504870018763        4.460504870018763
  130        4.460504870018764        4.460504870018764
  131        4.460504870018763        4.460504870018763
  132        4.460504870018764        4.460504870018764
  133        4.460504870018763        4.460504870018762
  134        4.460504870018763        4.460504870018764
  135        4.460504870018764        4.460504870018764
  136        4.460504870018763        4.460504870018763
  137        4.460504870018763        4.460504870018763
  138        4.460504870018764        4.460504870018764
  139        4.460504870018764        4.460504870018763
  140        4.460504870018763        4.460504870018764
  141        4.460504870018763        4.460504870018763
